Accident_ID,Date,Time,Latitude,Longitude,Severity,Weather,Road_Type,Vehicles_Involved,Casualties,Alcohol_Involved,Crash_Type,Accident_Cause,Hit_and_Run,Intersection_Type,Urban_Rural,Road_Lighting,Speed_Limits,Traffic_Volume,Driver_Age_Group,Driver_Gender,Emergency_Response_Time,Distance_to_Hospital,Injury_Type,Season,Day_Night,Event_Occurrence,Traffic_Camera_Footage,Vehicle_Type,Vehicle_Age,Data_Source_Link
A-2135,03-05-2024,13:25:45,18.64316661,73.77284851,Low,Clear,Highway,2,4,FALSE,Rear-end,Road Condition,TRUE,Y-junction,Rural,Dimly-lit,80,1163,25-40,Male,39,28,Minor,Summer,Day,FALSE,FALSE,Motorcycle,2,http://trafficdata.pune.example
A-2136,20-11-2024,15:56:37,18.5476166,73.80243089,Moderate,Cloudy,Intersection,3,2,FALSE,Pedestrian,Road Condition,TRUE,Crosswalk,Urban,No lighting,40,4619,Below 18,Female,16,2,Minor,Winter,Night,FALSE,TRUE,Motorcycle,11,http://trafficdata.pune.example
A-2137,17-12-2024,07:09:42,18.57495118,73.76136725,Moderate,Cloudy,Expressway,1,2,FALSE,Rear-end,Drunk Driving,FALSE,T-junction,Urban,Dimly-lit,50,1083,25-40,Male,17,23,Minor,Summer,Day,FALSE,FALSE,Truck,2,http://trafficdata.pune.example
A-2138,07-08-2024,23:16:40,18.47185537,73.76434365,Low,Foggy,Intersection,1,0,TRUE,Rear-end,Road Condition,FALSE,Crosswalk,Urban,No lighting,50,3754,18-25,Male,24,5,Minor,Summer,Night,FALSE,FALSE,Bus,6,http://trafficdata.pune.example
A-2139,28-04-2024,09:24:49,18.48017133,73.80773385,Low,Cloudy,Highway,3,1,FALSE,Pedestrian,Road Condition,FALSE,T-junction,Rural,Well-lit,80,4807,18-25,Female,19,12,Major,Winter,Day,FALSE,FALSE,Motorcycle,15,http://trafficdata.pune.example
A-2140,04-12-2024,19:54:39,18.59054928,73.94809734,Low,Cloudy,Expressway,4,3,FALSE,Pedestrian,Road Condition,FALSE,Y-junction,Urban,Dimly-lit,40,2428,Below 18,Male,57,27,Major,Monsoon,Day,FALSE,FALSE,Car,4,http://trafficdata.pune.example
A-2141,17-02-2024,14:15:50,18.47030726,73.7831312,Low,Rainy,Expressway,4,2,FALSE,Head-on,Road Condition,FALSE,T-junction,Urban,Dimly-lit,40,4492,Above 60,Male,59,4,Minor,Winter,Day,FALSE,TRUE,Bicycle,14,http://trafficdata.pune.example
A-2142,21-10-2024,19:41:57,18.55944169,73.87978447,Low,Foggy,Highway,5,0,TRUE,Side-impact,Distracted Driving,FALSE,T-junction,Urban,No lighting,80,4552,40-60,Male,47,11,Minor,Monsoon,Day,FALSE,TRUE,Motorcycle,6,http://trafficdata.pune.example
A-2143,19-12-2024,10:55:37,18.50118414,73.84102265,Low,Stormy,Residential,3,4,FALSE,Side-impact,Road Condition,FALSE,Roundabout,Rural,Dimly-lit,80,2043,25-40,Male,21,11,Minor,Summer,Day,FALSE,FALSE,Truck,7,http://trafficdata.pune.example
A-2144,25-01-2024,05:31:35,18.5974951,73.78790562,Severe,Rainy,Expressway,2,1,FALSE,Rear-end,Drunk Driving,FALSE,Roundabout,Rural,Well-lit,100,3859,40-60,Other,5,26,Minor,Summer,Day,TRUE,FALSE,Pedestrian,2,http://trafficdata.pune.example
A-2145,30-10-2024,18:13:08,18.5617334,73.78573564,Moderate,Clear,Highway,3,0,TRUE,Pedestrian,Drunk Driving,FALSE,Crosswalk,Rural,Dimly-lit,70,2844,18-25,Other,47,22,Minor,Monsoon,Day,FALSE,FALSE,Pedestrian,1,http://trafficdata.pune.example
A-2146,04-09-2024,14:55:13,18.51964438,73.94086136,Low,Clear,Local Road,2,4,FALSE,Rear-end,Weather Conditions,TRUE,No Intersection,Urban,No lighting,50,1234,Above 60,Male,33,5,Minor,Monsoon,Night,FALSE,FALSE,Car,10,http://trafficdata.pune.example
A-2147,01-10-2024,21:07:28,18.53852732,73.79071602,Low,Rainy,Intersection,2,1,FALSE,Rear-end,Speeding,FALSE,Y-junction,Urban,Dimly-lit,60,1751,25-40,Male,8,11,Major,Monsoon,Day,FALSE,TRUE,Motorcycle,18,http://trafficdata.pune.example
A-2148,26-02-2024,06:15:57,18.51848486,73.94834052,Severe,Stormy,Residential,5,3,FALSE,Rear-end,Weather Conditions,FALSE,Crosswalk,Urban,No lighting,60,4995,Above 60,Male,54,3,Minor,Monsoon,Night,FALSE,FALSE,Motorcycle,5,http://trafficdata.pune.example
A-2149,09-08-2024,07:20:03,18.49482863,73.82921617,Low,Rainy,Expressway,4,0,FALSE,Rollover,Weather Conditions,FALSE,Roundabout,Urban,Dimly-lit,30,3390,Above 60,Female,32,4,Minor,Winter,Day,FALSE,TRUE,Bus,15,http://trafficdata.pune.example
A-2150,07-09-2024,01:04:54,18.48964408,73.84913386,Low,Foggy,Highway,1,0,TRUE,Pedestrian,Weather Conditions,FALSE,No Intersection,Urban,Dimly-lit,100,1532,40-60,Male,17,1,Minor,Winter,Day,FALSE,TRUE,Bicycle,3,http://trafficdata.pune.example
A-2151,14-10-2024,21:33:10,18.5560855,73.84719672,Low,Clear,Residential,3,2,FALSE,Side-impact,Speeding,FALSE,T-junction,Urban,No lighting,50,1336,18-25,Female,8,25,Minor,Monsoon,Day,TRUE,FALSE,Pedestrian,4,http://trafficdata.pune.example
A-2152,06-03-2024,07:10:42,18.4568191,73.75084441,Severe,Cloudy,Local Road,2,1,FALSE,Head-on,Weather Conditions,FALSE,Y-junction,Urban,No lighting,60,4393,40-60,Female,21,13,Minor,Winter,Night,FALSE,FALSE,Pedestrian,3,http://trafficdata.pune.example
A-2153,21-07-2024,05:35:09,18.56304451,73.93948835,Low,Rainy,Highway,1,4,FALSE,Head-on,Drunk Driving,FALSE,No Intersection,Urban,Dimly-lit,50,4790,Above 60,Male,39,29,Minor,Summer,Day,FALSE,TRUE,Bicycle,10,http://trafficdata.pune.example
A-2154,29-09-2024,15:28:22,18.55568062,73.92453775,Low,Rainy,Residential,1,0,FALSE,Rear-end,Road Condition,FALSE,No Intersection,Urban,No lighting,80,3124,40-60,Female,21,27,Minor,Winter,Night,FALSE,TRUE,Bus,14,http://trafficdata.pune.example
A-2155,27-06-2024,11:01:11,18.50020638,73.92034318,Moderate,Stormy,Expressway,1,2,FALSE,Side-impact,Speeding,TRUE,Roundabout,Urban,Well-lit,80,4138,18-25,Male,55,22,Major,Summer,Night,FALSE,FALSE,Truck,8,http://trafficdata.pune.example
A-2156,22-01-2024,12:07:42,18.45632249,73.77218784,Low,Cloudy,Local Road,1,0,FALSE,Head-on,Speeding,FALSE,No Intersection,Urban,Well-lit,30,1760,40-60,Female,50,19,Major,Monsoon,Night,FALSE,FALSE,Bicycle,8,http://trafficdata.pune.example
A-2157,17-08-2024,19:13:21,18.62775072,73.77287544,Moderate,Cloudy,Highway,1,1,FALSE,Head-on,Road Condition,FALSE,Y-junction,Rural,No lighting,80,1591,40-60,Male,22,17,Minor,Monsoon,Night,FALSE,FALSE,Pedestrian,9,http://trafficdata.pune.example
A-2158,12-12-2024,20:29:53,18.58956522,73.77825213,Moderate,Rainy,Highway,4,2,FALSE,Head-on,Drunk Driving,FALSE,Crosswalk,Rural,Well-lit,80,4358,40-60,Male,11,17,Minor,Summer,Night,FALSE,TRUE,Pedestrian,1,http://trafficdata.pune.example
A-2159,15-09-2024,05:38:58,18.62454669,73.94763724,Low,Rainy,Intersection,3,0,TRUE,Side-impact,Drunk Driving,TRUE,Y-junction,Urban,No lighting,80,1602,40-60,Female,17,17,Minor,Winter,Night,FALSE,FALSE,Bicycle,14,http://trafficdata.pune.example
A-2160,15-10-2024,12:36:42,18.51943092,73.87660722,Severe,Rainy,Residential,1,3,FALSE,Rear-end,Weather Conditions,TRUE,Y-junction,Rural,Well-lit,70,2074,25-40,Male,42,13,Minor,Monsoon,Day,FALSE,FALSE,Motorcycle,4,http://trafficdata.pune.example
A-2161,17-09-2024,09:51:19,18.55951847,73.90381904,Low,Rainy,Residential,5,1,TRUE,Rollover,Drunk Driving,TRUE,Roundabout,Rural,No lighting,30,4680,40-60,Male,27,6,Minor,Monsoon,Day,FALSE,FALSE,Truck,10,http://trafficdata.pune.example
A-2162,02-06-2024,05:04:40,18.57167996,73.76043265,Moderate,Rainy,Local Road,1,1,TRUE,Rear-end,Drunk Driving,FALSE,Roundabout,Rural,Dimly-lit,30,1675,Below 18,Female,10,13,Minor,Summer,Night,FALSE,TRUE,Pedestrian,0,http://trafficdata.pune.example
A-2163,18-04-2024,13:28:37,18.56193762,73.80449913,Low,Foggy,Local Road,4,0,FALSE,Pedestrian,Distracted Driving,TRUE,Crosswalk,Urban,Well-lit,100,1131,18-25,Female,59,1,Minor,Summer,Night,FALSE,TRUE,Car,16,http://trafficdata.pune.example
A-2164,19-08-2024,05:24:11,18.60231945,73.7597513,Low,Stormy,Local Road,2,4,FALSE,Head-on,Speeding,FALSE,Y-junction,Urban,No lighting,100,2823,Below 18,Male,15,22,Minor,Monsoon,Day,FALSE,FALSE,Truck,18,http://trafficdata.pune.example
A-2165,05-10-2024,23:14:30,18.51703187,73.88853725,Low,Cloudy,Intersection,2,1,FALSE,Head-on,Weather Conditions,FALSE,No Intersection,Urban,Well-lit,100,1473,18-25,Female,22,20,Minor,Winter,Day,FALSE,FALSE,Motorcycle,19,http://trafficdata.pune.example
A-2166,08-12-2024,10:13:55,18.4829548,73.90153771,Moderate,Stormy,Expressway,4,2,FALSE,Side-impact,Weather Conditions,FALSE,Roundabout,Urban,No lighting,100,2474,18-25,Female,55,24,Major,Monsoon,Day,FALSE,FALSE,Bicycle,19,http://trafficdata.pune.example
A-2167,02-10-2024,18:28:15,18.45298956,73.84796714,Low,Stormy,Intersection,2,3,FALSE,Pedestrian,Speeding,FALSE,No Intersection,Urban,No lighting,60,4561,Below 18,Female,46,28,Major,Monsoon,Day,TRUE,FALSE,Truck,19,http://trafficdata.pune.example
A-2168,14-12-2024,17:22:23,18.54983541,73.78900376,Low,Foggy,Expressway,4,4,TRUE,Pedestrian,Road Condition,FALSE,Y-junction,Urban,No lighting,70,4443,18-25,Male,43,11,Major,Monsoon,Day,FALSE,FALSE,Motorcycle,14,http://trafficdata.pune.example
A-2169,14-05-2024,07:19:00,18.53769311,73.90403357,Low,Stormy,Expressway,1,2,TRUE,Head-on,Speeding,FALSE,T-junction,Urban,Dimly-lit,50,2489,18-25,Male,43,5,Minor,Monsoon,Day,FALSE,FALSE,Pedestrian,11,http://trafficdata.pune.example
A-2170,20-01-2024,01:06:54,18.58397728,73.75655948,Low,Rainy,Highway,4,4,FALSE,Rollover,Drunk Driving,TRUE,Y-junction,Urban,Dimly-lit,80,3004,25-40,Female,57,18,Fatal,Monsoon,Day,FALSE,TRUE,Car,1,http://trafficdata.pune.example
A-2171,19-06-2024,11:42:23,18.55602988,73.7664721,Moderate,Cloudy,Local Road,1,3,FALSE,Rear-end,Distracted Driving,TRUE,Y-junction,Urban,Well-lit,60,2091,Above 60,Female,12,22,Minor,Monsoon,Night,FALSE,TRUE,Pedestrian,7,http://trafficdata.pune.example
A-2172,23-03-2024,11:39:59,18.50259369,73.92322838,Moderate,Rainy,Expressway,1,1,FALSE,Rear-end,Weather Conditions,TRUE,Y-junction,Urban,Well-lit,40,2317,18-25,Female,49,4,Major,Monsoon,Night,FALSE,FALSE,Pedestrian,11,http://trafficdata.pune.example
A-2173,19-07-2024,23:51:00,18.5514053,73.87822142,Low,Stormy,Residential,3,1,FALSE,Side-impact,Weather Conditions,FALSE,No Intersection,Urban,No lighting,70,2473,18-25,Female,25,17,Major,Winter,Night,FALSE,FALSE,Bus,8,http://trafficdata.pune.example
A-2174,12-04-2024,13:54:24,18.48608043,73.89732834,Low,Clear,Highway,2,2,FALSE,Side-impact,Weather Conditions,FALSE,Y-junction,Rural,Well-lit,50,4015,40-60,Male,46,15,Minor,Summer,Night,FALSE,FALSE,Bus,0,http://trafficdata.pune.example
A-2175,08-12-2024,06:03:38,18.61186799,73.75688689,Severe,Clear,Residential,5,3,FALSE,Pedestrian,Distracted Driving,FALSE,No Intersection,Urban,Dimly-lit,70,4154,18-25,Female,10,3,Minor,Summer,Day,FALSE,FALSE,Bicycle,9,http://trafficdata.pune.example
A-2176,06-09-2024,02:45:14,18.57715261,73.86605265,Low,Cloudy,Local Road,4,2,FALSE,Side-impact,Speeding,TRUE,Y-junction,Urban,Well-lit,40,4336,18-25,Male,50,9,Minor,Summer,Day,FALSE,FALSE,Car,14,http://trafficdata.pune.example
A-2177,25-09-2024,05:42:51,18.50539282,73.91277359,Low,Foggy,Residential,1,0,FALSE,Rear-end,Distracted Driving,FALSE,Roundabout,Rural,Dimly-lit,30,4167,18-25,Female,51,3,Minor,Monsoon,Day,TRUE,FALSE,Car,2,http://trafficdata.pune.example
A-2178,21-12-2024,07:01:18,18.59752122,73.83019339,Severe,Foggy,Highway,4,0,FALSE,Rear-end,Weather Conditions,FALSE,T-junction,Urban,Dimly-lit,70,4939,18-25,Female,53,17,Major,Monsoon,Night,FALSE,FALSE,Bus,0,http://trafficdata.pune.example
A-2179,26-05-2024,11:22:07,18.58363829,73.7741099,Low,Clear,Highway,4,3,FALSE,Rollover,Distracted Driving,FALSE,Roundabout,Rural,Dimly-lit,70,3597,Below 18,Female,6,21,Minor,Summer,Day,FALSE,FALSE,Bus,0,http://trafficdata.pune.example
A-2180,06-04-2024,02:12:42,18.57842664,73.8708228,Moderate,Cloudy,Local Road,5,3,FALSE,Pedestrian,Speeding,FALSE,Roundabout,Urban,Well-lit,50,2685,Below 18,Female,21,6,Minor,Monsoon,Night,FALSE,FALSE,Pedestrian,10,http://trafficdata.pune.example
A-2181,26-04-2024,03:17:02,18.46891603,73.81121874,Low,Stormy,Residential,5,2,FALSE,Rear-end,Speeding,TRUE,Roundabout,Urban,No lighting,100,4091,40-60,Male,56,15,Major,Winter,Day,FALSE,TRUE,Pedestrian,7,http://trafficdata.pune.example
A-2182,29-09-2024,19:25:31,18.61476174,73.94768877,Moderate,Foggy,Intersection,2,0,FALSE,Pedestrian,Drunk Driving,FALSE,Crosswalk,Urban,Dimly-lit,60,1589,18-25,Male,27,16,Minor,Monsoon,Day,FALSE,TRUE,Pedestrian,9,http://trafficdata.pune.example
A-2183,03-02-2024,18:15:25,18.61601462,73.76793742,Low,Foggy,Expressway,3,3,FALSE,Rollover,Speeding,FALSE,T-junction,Urban,Dimly-lit,100,4686,Above 60,Female,27,12,Minor,Monsoon,Day,TRUE,FALSE,Bicycle,10,http://trafficdata.pune.example
A-2184,26-01-2024,02:15:36,18.63420634,73.93567939,Moderate,Cloudy,Highway,1,0,FALSE,Pedestrian,Distracted Driving,FALSE,T-junction,Urban,Well-lit,50,4091,Above 60,Female,26,18,Major,Monsoon,Night,FALSE,FALSE,Truck,5,http://trafficdata.pune.example
A-2185,10-07-2024,08:57:25,18.52306687,73.91577514,Moderate,Rainy,Intersection,3,3,FALSE,Pedestrian,Distracted Driving,FALSE,T-junction,Urban,Well-lit,30,3111,18-25,Male,52,4,Major,Winter,Day,FALSE,FALSE,Truck,16,http://trafficdata.pune.example
A-2186,05-07-2024,08:16:49,18.60107361,73.79655269,Low,Cloudy,Expressway,3,3,FALSE,Rear-end,Distracted Driving,FALSE,Roundabout,Urban,Well-lit,40,3268,Below 18,Male,7,20,Fatal,Winter,Day,FALSE,FALSE,Bicycle,11,http://trafficdata.pune.example
A-2187,18-08-2024,22:48:22,18.53982779,73.80966262,Moderate,Clear,Intersection,5,2,FALSE,Rollover,Distracted Driving,FALSE,Y-junction,Urban,Well-lit,100,3827,18-25,Female,39,18,Minor,Monsoon,Night,FALSE,TRUE,Bus,10,http://trafficdata.pune.example
A-2188,21-06-2024,20:21:21,18.45747839,73.7975263,Low,Stormy,Intersection,2,0,FALSE,Rear-end,Drunk Driving,TRUE,Y-junction,Rural,Well-lit,60,4344,Above 60,Male,56,9,Minor,Monsoon,Day,FALSE,FALSE,Bus,8,http://trafficdata.pune.example
A-2189,10-06-2024,06:04:52,18.53570939,73.88805843,Severe,Foggy,Highway,3,0,FALSE,Rear-end,Distracted Driving,FALSE,T-junction,Rural,No lighting,60,4272,Below 18,Male,53,5,Minor,Summer,Night,FALSE,FALSE,Truck,0,http://trafficdata.pune.example
A-2190,03-08-2024,00:53:26,18.53345392,73.88152601,Moderate,Clear,Highway,1,4,FALSE,Rear-end,Drunk Driving,FALSE,Crosswalk,Urban,Well-lit,40,1002,18-25,Male,34,5,Minor,Winter,Day,TRUE,TRUE,Truck,15,http://trafficdata.pune.example
A-2191,15-05-2024,22:53:32,18.49485024,73.86074086,Low,Foggy,Intersection,5,2,FALSE,Rollover,Road Condition,FALSE,Crosswalk,Urban,Well-lit,70,3238,18-25,Female,25,16,Minor,Summer,Day,FALSE,FALSE,Pedestrian,10,http://trafficdata.pune.example
A-2192,08-02-2024,11:55:24,18.63513364,73.75165448,Low,Rainy,Residential,1,1,FALSE,Side-impact,Drunk Driving,FALSE,Crosswalk,Urban,Dimly-lit,40,2449,Below 18,Other,59,6,Minor,Winter,Night,FALSE,FALSE,Motorcycle,8,http://trafficdata.pune.example
A-2193,18-08-2024,19:13:14,18.48734343,73.76849568,Moderate,Foggy,Highway,5,3,FALSE,Pedestrian,Weather Conditions,TRUE,No Intersection,Urban,Dimly-lit,70,1549,25-40,Female,16,16,Minor,Winter,Day,FALSE,FALSE,Bus,19,http://trafficdata.pune.example
A-2194,04-08-2024,06:20:07,18.53381584,73.82162729,Low,Rainy,Intersection,2,3,TRUE,Pedestrian,Weather Conditions,FALSE,Y-junction,Urban,Dimly-lit,30,1057,40-60,Male,38,8,Fatal,Winter,Night,FALSE,FALSE,Motorcycle,9,http://trafficdata.pune.example
A-2195,12-02-2024,05:27:15,18.6090627,73.8889751,Low,Foggy,Local Road,4,1,FALSE,Side-impact,Drunk Driving,FALSE,Roundabout,Urban,Well-lit,40,3669,25-40,Female,54,4,Major,Summer,Night,FALSE,FALSE,Bicycle,13,http://trafficdata.pune.example
A-2196,15-08-2024,23:59:52,18.45955893,73.83264931,Low,Rainy,Local Road,5,4,FALSE,Pedestrian,Weather Conditions,FALSE,Y-junction,Urban,No lighting,30,4538,Above 60,Male,52,14,Minor,Winter,Day,FALSE,FALSE,Bus,12,http://trafficdata.pune.example
A-2197,19-08-2024,18:49:19,18.50065409,73.94085551,Severe,Foggy,Expressway,5,0,FALSE,Rollover,Distracted Driving,FALSE,Crosswalk,Urban,No lighting,80,1159,Above 60,Male,47,23,Minor,Summer,Day,FALSE,FALSE,Bus,2,http://trafficdata.pune.example
A-2198,11-01-2024,07:05:22,18.55317848,73.82021429,Moderate,Foggy,Expressway,1,1,FALSE,Rollover,Road Condition,FALSE,Roundabout,Rural,Dimly-lit,60,2546,Above 60,Female,52,1,Minor,Summer,Day,TRUE,FALSE,Bus,10,http://trafficdata.pune.example
A-2199,10-10-2024,14:59:32,18.59160097,73.92442086,Low,Clear,Highway,5,0,FALSE,Pedestrian,Distracted Driving,FALSE,Y-junction,Rural,No lighting,30,1701,Above 60,Female,53,13,Minor,Summer,Day,FALSE,FALSE,Bicycle,2,http://trafficdata.pune.example
A-2200,30-10-2024,12:06:47,18.62957557,73.92504795,Severe,Clear,Intersection,5,2,FALSE,Head-on,Road Condition,FALSE,Y-junction,Rural,No lighting,80,1079,25-40,Other,8,21,Minor,Summer,Night,FALSE,FALSE,Pedestrian,3,http://trafficdata.pune.example
A-2201,31-01-2024,10:19:22,18.59157668,73.78346842,Low,Foggy,Local Road,1,1,FALSE,Rear-end,Weather Conditions,TRUE,Roundabout,Urban,No lighting,50,4603,Above 60,Male,31,2,Minor,Monsoon,Night,FALSE,TRUE,Car,9,http://trafficdata.pune.example
A-2202,29-03-2024,07:33:02,18.49132554,73.92414374,Low,Rainy,Residential,5,1,FALSE,Pedestrian,Distracted Driving,TRUE,Y-junction,Rural,Well-lit,40,2799,Below 18,Male,57,3,Minor,Monsoon,Night,FALSE,FALSE,Car,15,http://trafficdata.pune.example
A-2203,26-04-2024,17:23:54,18.64210894,73.78596091,Low,Cloudy,Intersection,1,0,FALSE,Pedestrian,Distracted Driving,FALSE,Crosswalk,Urban,Dimly-lit,30,1013,Below 18,Female,54,23,Minor,Winter,Day,FALSE,FALSE,Pedestrian,12,http://trafficdata.pune.example
A-2204,21-04-2024,06:30:01,18.45758367,73.84679779,Low,Clear,Expressway,1,4,FALSE,Pedestrian,Weather Conditions,FALSE,Roundabout,Urban,No lighting,100,3665,Below 18,Female,33,14,Minor,Monsoon,Night,FALSE,TRUE,Pedestrian,4,http://trafficdata.pune.example
A-2205,08-04-2024,08:29:21,18.53465923,73.75631248,Moderate,Rainy,Intersection,1,3,TRUE,Rear-end,Weather Conditions,TRUE,No Intersection,Urban,No lighting,60,4648,18-25,Female,22,20,Minor,Monsoon,Night,FALSE,FALSE,Truck,15,http://trafficdata.pune.example
A-2206,28-05-2024,02:25:36,18.49907925,73.87269292,Moderate,Stormy,Residential,2,3,TRUE,Head-on,Drunk Driving,FALSE,Roundabout,Rural,Dimly-lit,30,3075,40-60,Male,22,13,Minor,Monsoon,Night,FALSE,FALSE,Truck,1,http://trafficdata.pune.example
A-2207,01-01-2024,04:17:22,18.57340017,73.8980347,Moderate,Clear,Highway,3,1,FALSE,Head-on,Weather Conditions,FALSE,Roundabout,Urban,Well-lit,60,1058,25-40,Male,43,22,Major,Winter,Day,FALSE,FALSE,Car,15,http://trafficdata.pune.example
A-2208,24-03-2024,10:05:13,18.46999998,73.86544456,Low,Stormy,Expressway,2,1,FALSE,Pedestrian,Road Condition,TRUE,T-junction,Urban,Dimly-lit,60,3285,40-60,Male,21,6,Fatal,Winter,Day,FALSE,TRUE,Truck,1,http://trafficdata.pune.example
A-2209,10-05-2024,06:51:35,18.60354581,73.90981059,Low,Cloudy,Local Road,4,4,FALSE,Pedestrian,Speeding,FALSE,T-junction,Urban,Well-lit,30,1322,40-60,Female,50,17,Minor,Monsoon,Night,FALSE,FALSE,Motorcycle,15,http://trafficdata.pune.example
A-2210,03-09-2024,00:52:52,18.61990915,73.87134011,Moderate,Rainy,Residential,4,4,FALSE,Side-impact,Speeding,TRUE,No Intersection,Urban,No lighting,80,1112,25-40,Male,13,28,Minor,Monsoon,Day,FALSE,FALSE,Bus,1,http://trafficdata.pune.example
A-2211,10-06-2024,04:01:34,18.60881216,73.75030791,Severe,Rainy,Highway,4,1,FALSE,Side-impact,Weather Conditions,TRUE,No Intersection,Urban,Well-lit,70,2723,40-60,Female,23,18,Minor,Monsoon,Night,TRUE,TRUE,Bicycle,5,http://trafficdata.pune.example
A-2212,01-03-2024,09:59:52,18.49245975,73.88629183,Moderate,Cloudy,Intersection,3,4,FALSE,Rollover,Drunk Driving,FALSE,No Intersection,Urban,No lighting,100,2611,Above 60,Male,15,13,Minor,Winter,Day,FALSE,TRUE,Motorcycle,0,http://trafficdata.pune.example
A-2213,08-05-2024,09:34:50,18.463388,73.7574116,Low,Foggy,Residential,3,3,FALSE,Pedestrian,Speeding,TRUE,No Intersection,Urban,No lighting,100,1982,40-60,Male,50,1,Minor,Monsoon,Day,FALSE,TRUE,Bus,1,http://trafficdata.pune.example
A-2214,22-03-2024,10:01:58,18.52457319,73.80427073,Low,Foggy,Expressway,1,0,FALSE,Pedestrian,Distracted Driving,FALSE,Y-junction,Urban,No lighting,50,2365,Above 60,Female,25,29,Minor,Winter,Night,FALSE,FALSE,Motorcycle,17,http://trafficdata.pune.example
A-2215,17-03-2024,10:25:30,18.49846995,73.76873357,Low,Rainy,Expressway,3,2,FALSE,Head-on,Speeding,FALSE,Y-junction,Urban,No lighting,70,3528,Below 18,Male,32,20,Minor,Winter,Night,FALSE,FALSE,Bicycle,6,http://trafficdata.pune.example
A-2216,05-11-2024,22:21:31,18.61769551,73.91018318,Low,Clear,Highway,3,1,FALSE,Rollover,Weather Conditions,FALSE,Crosswalk,Rural,No lighting,30,1996,Above 60,Male,28,11,Minor,Winter,Day,FALSE,FALSE,Bicycle,10,http://trafficdata.pune.example
A-2217,06-12-2024,20:21:31,18.46454052,73.86290716,Moderate,Clear,Highway,3,3,TRUE,Pedestrian,Road Condition,FALSE,No Intersection,Urban,Well-lit,50,3386,40-60,Male,26,16,Major,Winter,Day,FALSE,TRUE,Truck,8,http://trafficdata.pune.example
A-2218,15-06-2024,21:16:54,18.47714863,73.91646093,Moderate,Rainy,Expressway,3,2,FALSE,Head-on,Weather Conditions,FALSE,Y-junction,Urban,Dimly-lit,30,3354,Above 60,Male,33,11,Minor,Monsoon,Day,FALSE,FALSE,Bus,13,http://trafficdata.pune.example
A-2219,24-02-2024,16:11:53,18.5131486,73.77180474,Low,Stormy,Local Road,1,1,FALSE,Head-on,Drunk Driving,FALSE,No Intersection,Rural,No lighting,40,2168,18-25,Female,28,8,Minor,Monsoon,Night,FALSE,FALSE,Car,5,http://trafficdata.pune.example
A-2220,12-10-2024,13:57:34,18.57058871,73.898666,Low,Rainy,Local Road,1,4,FALSE,Rollover,Distracted Driving,TRUE,No Intersection,Urban,No lighting,50,4277,Below 18,Female,31,29,Minor,Monsoon,Night,FALSE,FALSE,Bus,9,http://trafficdata.pune.example
A-2221,04-12-2024,14:12:00,18.47749155,73.8334224,Severe,Clear,Residential,3,2,FALSE,Side-impact,Road Condition,FALSE,T-junction,Urban,No lighting,100,1707,18-25,Female,9,17,Minor,Monsoon,Day,FALSE,FALSE,Bus,8,http://trafficdata.pune.example
A-2222,13-09-2024,21:20:16,18.60120762,73.76700146,Moderate,Clear,Local Road,3,2,FALSE,Rollover,Drunk Driving,FALSE,No Intersection,Rural,No lighting,70,1042,Above 60,Male,50,24,Fatal,Monsoon,Night,FALSE,FALSE,Bus,17,http://trafficdata.pune.example
A-2223,21-04-2024,14:25:21,18.46233377,73.84322482,Low,Foggy,Residential,4,2,FALSE,Rollover,Weather Conditions,FALSE,Y-junction,Urban,Well-lit,30,4937,18-25,Female,54,22,Minor,Winter,Night,FALSE,FALSE,Motorcycle,8,http://trafficdata.pune.example
A-2224,21-02-2024,10:35:55,18.56174914,73.89879792,Severe,Clear,Residential,5,0,FALSE,Rollover,Distracted Driving,FALSE,Crosswalk,Urban,No lighting,70,2428,40-60,Female,8,27,Minor,Winter,Day,FALSE,TRUE,Motorcycle,6,http://trafficdata.pune.example
A-2225,12-09-2024,15:22:43,18.51918178,73.85264817,Moderate,Clear,Intersection,5,1,FALSE,Rollover,Road Condition,FALSE,No Intersection,Urban,No lighting,40,2781,Below 18,Male,12,17,Major,Monsoon,Night,FALSE,FALSE,Car,5,http://trafficdata.pune.example
A-2226,09-09-2024,16:31:46,18.49054657,73.77536507,Severe,Stormy,Residential,1,3,FALSE,Side-impact,Road Condition,FALSE,T-junction,Urban,No lighting,70,2161,Above 60,Male,55,24,Minor,Monsoon,Night,FALSE,TRUE,Pedestrian,3,http://trafficdata.pune.example
A-2227,07-02-2024,10:16:46,18.45791828,73.86571945,Severe,Cloudy,Local Road,2,0,FALSE,Rollover,Speeding,FALSE,Crosswalk,Urban,No lighting,40,3102,18-25,Male,6,15,Minor,Monsoon,Night,FALSE,FALSE,Truck,8,http://trafficdata.pune.example
A-2228,07-12-2024,10:02:47,18.61456264,73.91039515,Severe,Foggy,Local Road,5,4,FALSE,Head-on,Drunk Driving,FALSE,Roundabout,Rural,No lighting,100,2005,Below 18,Male,47,1,Minor,Winter,Day,FALSE,FALSE,Truck,10,http://trafficdata.pune.example
